Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)
1.397	0.0286541
1.398	0.0287734
1.399	0.0289727
1.4	0.0293616
1.401	0.0296065
1.402	0.0294723
1.403	0.0294676
1.404	0.0297281
1.405	0.0301636
1.406	0.030545
1.407	0.0305738
1.408	0.0303016
1.409	0.0300733
1.41	0.0302049
1.411	0.0306815
1.412	0.0309494
1.413	0.0306243
1.414	0.0300734
1.415	0.0297279
1.416	0.0300171
1.417	0.0304212
1.418	0.0302512
1.419	0.0297203
1.42	0.0291576
1.421	0.029203
1.422	0.0297533
1.423	0.0299556
1.424	0.0296061
1.425	0.0288549
1.426	0.0285571
1.427	0.0291949
1.428	0.030146
1.429	0.0304995
1.43	0.0301021
1.431	0.0294638
1.432	0.0294638
1.433	0.030331
1.434	0.0313062
1.435	0.0311667
1.436	0.0304488
1.437	0.029746
1.438	0.0297187
1.439	0.0303543
1.44	0.0309982
1.441	0.0309309
1.442	0.0302476
1.443	0.0294667
1.444	0.0294667
1.445	0.0298919
1.446	0.0298919
1.447	0.0304395
1.448	0.0301288
1.449	0.0292892
1.45	0.0292892
1.451	0.030488
1.452	0.030488
1.453	0.030409
1.454	0.030409
1.455	0.0300507
1.456	0.0305718
1.457	0.0305718
1.458	0.0313072
1.459	0.0313849
1.46	0.0310321
1.461	0.030761
1.462	0.0310319
1.463	0.0313042
1.464	0.0313462
1.465	0.0312405
1.466	0.0304524
1.467	0.0304029
1.468	0.0307609
1.469	0.0310044
1.47	0.0306296
1.471	0.0301327
1.472	0.0299564
1.473	0.0300522
1.474	0.0301349
1.475	0.0300287
1.476	0.0297296
1.477	0.0295051
1.478	0.0295671
1.479	0.0297204
1.48	0.0298081
1.481	0.0298069
1.482	0.0298655
1.483	0.0298921
1.484	0.0299152
1.485	0.0301685
1.486	0.0304018
1.487	0.0305443
1.488	0.0305685
1.489	0.0306881
1.49	0.0306897
1.491	0.0308133
1.492	0.0310327
1.493	0.0310042
1.494	0.031013
1.495	0.0308567
1.496	0.0307534
1.497	0.0306188
1.498	0.0307423
1.499	0.0308636
1.5	0.0307449
1.501	0.0304134
1.502	0.030264
1.503	0.0301897
1.504	0.0301513
1.505	0.0302535
1.506	0.0300417
1.507	0.0296839
1.508	0.0296288
1.509	0.0298893
1.51	0.0301582
1.511	0.0302444
1.512	0.0300429
1.513	0.0299629
1.514	0.0301216
1.515	0.0307011
1.516	0.0308071
1.517	0.030589
1.518	0.0300365
1.519	0.0298436
1.52	0.0301378
1.521	0.0304992
1.522	0.0304224
1.523	0.0299023
1.524	0.0294292
1.525	0.0293278
1.526	0.0297654
1.527	0.0299559
1.528	0.0297964
1.529	0.0293088
1.53	0.0289272
1.531	0.029074
1.532	0.0295802
1.533	0.0297846
1.534	0.029559
1.535	0.0293307
1.536	0.0292302
1.537	0.0297934
1.538	0.0303961
1.539	0.0306156
1.54	0.0304647
1.541	0.0303185
1.542	0.0304082
1.543	0.0308258
1.544	0.031017
1.545	0.030767
1.546	0.0304674
1.547	0.0302786
1.548	0.030377
1.549	0.0305865
1.55	0.0306567
1.551	0.0303369
1.552	0.0298289
1.553	0.0297188
1.554	0.0298984
1.555	0.0299522
1.556	0.0298808
1.557	0.0294138
1.558	0.0291025
1.559	0.0289816
1.56	0.0291384
1.561	0.0291715
1.562	0.0291715
1.563	0.0290357
1.564	0.0289126
1.565	0.0291417
1.566	0.0294756
1.567	0.0297512
1.568	0.0296078
1.569	0.0292943
1.57	0.0293452
1.571	0.0299646
1.572	0.0302556
1.573	0.0302369
1.574	0.0301681
1.575	0.029801
1.576	0.029801
1.577	0.0304268
1.578	0.0304473
1.579	0.0303562
1.58	0.0299839
1.581	0.0299839
1.582	0.0300472
1.583	0.0300228
1.584	0.0300613
1.585	0.029706
1.586	0.0296964
1.587	0.0296964
1.588	0.0296641
1.589	0.0293501
1.59	0.0290248
1.591	0.0293082
1.592	0.0296491
1.593	0.0297845
1.594	0.0295758
1.595	0.0293923
1.596	0.029528
1.597	0.0300115
1.598	0.0303249
1.599	0.0302669
1.6	0.0300631
1.601	0.0299747
1.602	0.0298964
1.603	0.0301908
1.604	0.0301908
1.605	0.0300781
1.606	0.0295071
1.607	0.0292941
1.608	0.0293781
1.609	0.0294487
1.61	0.0294343
1.611	0.0291709
1.612	0.0286183
1.613	0.0284316
1.614	0.028713
1.615	0.0289431
1.616	0.0288386
1.617	0.0285317
1.618	0.028286
1.619	0.0284938
1.62	0.029158
1.621	0.0296619
1.622	0.0296307
1.623	0.0295679
1.624	0.0298392
1.625	0.0302895
1.626	0.0307112
1.627	0.0308283
1.628	0.0304759
1.629	0.0302358
1.63	0.0304483
1.631	0.030869
1.632	0.0308434
1.633	0.0307541
1.634	0.0303648
1.635	0.0300841
1.636	0.0302472
1.637	0.0303739
1.638	0.0300887
1.639	0.0295545
1.64	0.0290906
1.641	0.0293723
1.642	0.0298159
1.643	0.0296535
1.644	0.0291392
1.645	0.02863
1.646	0.0289861
1.647	0.0296614
1.648	0.0298547
1.649	0.0294522
1.65	0.0290561
1.651	0.0292412
1.652	0.0299357
1.653	0.0302906
1.654	0.0303906
1.655	0.0302112
1.656	0.0299725
1.657	0.0300265
1.658	0.0306343
1.659	0.0307826
1.66	0.0304539
1.661	0.0299311
1.662	0.0299311
1.663	0.0301256
1.664	0.0304974
1.665	0.0305359
1.666	0.0304225
1.667	0.030083
1.668	0.0299166
1.669	0.0299166
1.67	0.0299907
1.671	0.0298621
1.672	0.0299678
1.673	0.0299008
1.674	0.0299718
1.675	0.0298645
1.676	0.0298781
1.677	0.0301228
1.678	0.030514
1.679	0.0309944
1.68	0.030816
1.681	0.0304681
1.682	0.0307671
1.683	0.0314676
1.684	0.0319851
1.685	0.0319851
1.686	0.0311122
1.687	0.0304847
1.688	0.031004
1.689	0.0316248
1.69	0.0316702
1.691	0.0316702
1.692	0.0302052
1.693	0.0302052
1.694	0.0302216
1.695	0.0302216
1.696	0.0306936
1.697	0.0299834
1.698	0.0293026
1.699	0.029381
1.7	0.029381
1.701	0.030633
1.702	0.0306482
1.703	0.0300293
1.704	0.0295988
1.705	0.0300201
1.706	0.0309294
1.707	0.0315109
1.708	0.0315109
1.709	0.0315109
1.71	0.0303328
1.711	0.0304532
1.712	0.0311949
1.713	0.0316355
1.714	0.0313361
1.715	0.0306703
1.716	0.0303407
1.717	0.0303407
1.718	0.0313875
1.719	0.0314786
1.72	0.0308715
1.721	0.0303861
1.722	0.0301142
1.723	0.0307412
1.724	0.0309984
1.725	0.0310596
1.726	0.0302778
1.727	0.0296507
1.728	0.0299526
1.729	0.0306843
1.73	0.0310578
1.731	0.0307743
1.732	0.0301492
1.733	0.0301492
1.734	0.0302769
1.735	0.0310446
1.736	0.0314297
1.737	0.0311619
1.738	0.0304994
1.739	0.0301668
1.74	0.0305934
1.741	0.031282
1.742	0.0315766
1.743	0.0311886
1.744	0.0304991
1.745	0.0302517
1.746	0.0305978
1.747	0.0310824
1.748	0.0311109
1.749	0.030595
1.75	0.0298816
1.751	0.0296814
1.752	0.030154
1.753	0.0306808
1.754	0.0304609
1.755	0.0297424
1.756	0.0292545
1.757	0.0293566
1.758	0.0300035
1.759	0.0306097
1.76	0.0304261
1.761	0.0301897
1.762	0.0301897
1.763	0.0301897
1.764	0.030665
1.765	0.0311242
1.766	0.0312914
1.767	0.0312914
1.768	0.0305724
1.769	0.030639
1.77	0.030639
1.771	0.0312681
1.772	0.0312681
1.773	0.0301308
1.774	0.0301308
1.775	0.0299717
1.776	0.0305262
1.777	0.0304138
1.778	0.0298609
1.779	0.0292966
1.78	0.0292001
1.781	0.0298127
1.782	0.0298127
1.783	0.0298617
1.784	0.0293549
1.785	0.0291721
1.786	0.0297036
1.787	0.0301131
1.788	0.030681
1.789	0.030681
1.79	0.0300638
1.791	0.0299975
1.792	0.0303652
1.793	0.0305804
1.794	0.030617
1.795	0.0300194
1.796	0.0300194
1.797	0.0297164
1.798	0.0301844
1.799	0.0303354
1.8	0.0302176
1.801	0.029832
1.802	0.0290528
1.803	0.0290528
1.804	0.0298833
1.805	0.0298833
1.806	0.0294618
1.807	0.0294618
1.808	0.0287456
1.809	0.029181
1.81	0.029181
1.811	0.0297145
1.812	0.0297145
1.813	0.0288334
1.814	0.0288334
1.815	0.0298181
1.816	0.0298181
1.817	0.0301815
1.818	0.0301815
1.819	0.0294578
1.82	0.0294578
1.821	0.0305198
1.822	0.0305198
1.823	0.0305092
1.824	0.0305092
1.825	0.0298587
1.826	0.0298587
1.827	0.0307143
1.828	0.0307143
1.829	0.0299569
1.83	0.0299569
1.831	0.0295641
1.832	0.0298927
1.833	0.0300243
1.834	0.0295643
1.835	0.0288202
1.836	0.0285417
1.837	0.0287363
1.838	0.0290517
1.839	0.0289202
1.84	0.0283507
1.841	0.028073
1.842	0.0284599
1.843	0.0291099
1.844	0.0294529
1.845	0.0294042
1.846	0.0292541
1.847	0.0293281
1.848	0.0297157
1.849	0.0303816
1.85	0.0306958
1.851	0.030035
1.852	0.029684
1.853	0.0298131
1.854	0.0298131
1.855	0.0305871
1.856	0.0305289
1.857	0.0299714
1.858	0.029341
1.859	0.0292089
1.86	0.0294873
1.861	0.0294674
1.862	0.0294674
1.863	0.0286612
1.864	0.0284821
1.865	0.0283567
1.866	0.0283567
1.867	0.0290101
1.868	0.028771
1.869	0.0284084
1.87	0.0284528
1.871	0.0290101
1.872	0.0295519
1.873	0.0296776
1.874	0.0296924
1.875	0.0296639
1.876	0.0296876
1.877	0.0298569
1.878	0.0298569
1.879	0.0299542
1.88	0.0299542
1.881	0.0298048
1.882	0.0298048
1.883	0.0295276
1.884	0.0295611
1.885	0.029596
1.886	0.029596
1.887	0.0290445
1.888	0.0290445
1.889	0.0290443
1.89	0.0290443
1.891	0.0289022
1.892	0.0286695
1.893	0.0285344
1.894	0.0285925
1.895	0.0286864
1.896	0.0289286
1.897	0.0290258
1.898	0.0288636
1.899	0.0287935
1.9	0.0288645
1.901	0.0292098
1.902	0.0292098
1.903	0.0298044
1.904	0.0297087
1.905	0.0296842
1.906	0.0300204
1.907	0.0305044
1.908	0.0306686
1.909	0.0304431
1.91	0.0301825
1.911	0.0302549
1.912	0.0307223
1.913	0.0308687
1.914	0.0304812
1.915	0.0297886
1.916	0.0296807
1.917	0.0300525
1.918	0.0303298
1.919	0.0300475
1.92	0.0294966
1.921	0.029176
1.922	0.0293472
1.923	0.0296448
1.924	0.0297331
1.925	0.0294709
1.926	0.0290956
1.927	0.0292402
1.928	0.0298173
1.929	0.0302735
1.93	0.030144
1.931	0.0299196
1.932	0.0300194
1.933	0.0304848
1.934	0.0308392
1.935	0.0305952
1.936	0.0300204
1.937	0.0297436
1.938	0.0300395
1.939	0.0306103
1.94	0.030678
1.941	0.0301869
1.942	0.0295099
1.943	0.0294224
1.944	0.030035
1.945	0.0306158
1.946	0.0306661
1.947	0.0300029
1.948	0.0292893
1.949	0.0291454
1.95	0.0298785
1.951	0.0307995
1.952	0.0308782
1.953	0.0303107
1.954	0.0298463
1.955	0.0300574
1.956	0.0308145
1.957	0.031558
1.958	0.0315802
1.959	0.0310287
1.96	0.0304665
1.961	0.0309769
1.962	0.0309769
1.963	0.0314569
1.964	0.0314569
1.965	0.0308043
1.966	0.0308043
1.967	0.0302072
1.968	0.0302072
1.969	0.0310974
1.97	0.0310974
1.971	0.0300193
1.972	0.0300193
1.973	0.0295176
1.974	0.0301316
1.975	0.0301316
1.976	0.0302674
1.977	0.0295227
1.978	0.0295227
1.979	0.0293432
1.98	0.0293432
1.981	0.0305587
1.982	0.0305587
1.983	0.0299552
1.984	0.0293027
1.985	0.0294249
1.986	0.0304899
1.987	0.030856
1.988	0.0309853
1.989	0.0303304
1.99	0.0303304
1.991	0.0303989
1.992	0.0312631
1.993	0.0315654
1.994	0.0311689
1.995	0.0304639
1.996	0.0303159
1.997	0.0307737
1.998	0.0313066
1.999	0.0312572
2	0.0305109
2.001	0.029782
2.002	0.0297513
2.003	0.0302974
2.004	0.0302974
2.005	0.0305409
2.006	0.0305409
2.007	0.0291861
2.008	0.0294744
2.009	0.0300692
2.01	0.0304953
2.011	0.0303938
2.012	0.029946
2.013	0.0297349
2.014	0.0300944
2.015	0.0309838
2.016	0.0313013
2.017	0.030605
2.018	0.029757
2.019	0.0293517
2.02	0.0298414
2.021	0.0307585
2.022	0.0310188
2.023	0.0304186
2.024	0.0293868
2.025	0.0291138
2.026	0.0297833
2.027	0.0302148
2.028	0.0302366
2.029	0.0296267
2.03	0.02893
2.031	0.0287264
2.032	0.0294753
2.033	0.0301144
2.034	0.0301485
2.035	0.0295783
2.036	0.0290874
2.037	0.0294679
2.038	0.0304585
2.039	0.0312453
2.04	0.0309935
2.041	0.0304154
2.042	0.0301028
2.043	0.0304025
2.044	0.0310542
2.045	0.0314533
2.046	0.0310305
2.047	0.0300488
2.048	0.0299262
2.049	0.0303773
2.05	0.0307125
2.051	0.03058
2.052	0.03058
2.053	0.0294029
2.054	0.0294029
2.055	0.029885
2.056	0.029996
2.057	0.029508
2.058	0.0288683
2.059	0.0288065
2.06	0.0290682
2.061	0.0293902
2.062	0.0294632
2.063	0.0291119
2.064	0.0286841
2.065	0.0289261
2.066	0.0295286
2.067	0.0297583
2.068	0.0294983
2.069	0.0292617
2.07	0.029342
2.071	0.0298839
2.072	0.0304942
2.073	0.0304758
2.074	0.0301341
2.075	0.0297827
2.076	0.0300339
2.077	0.0305169
2.078	0.0308851
2.079	0.0308082
2.08	0.0302304
2.081	0.0298725
2.082	0.0300634
2.083	0.0304673
2.084	0.0304577
2.085	0.0299188
2.086	0.0296611
2.087	0.0296611
2.088	0.0297084
2.089	0.0296235
2.09	0.0292593
2.091	0.0291872
2.092	0.0292583
2.093	0.0294135
2.094	0.0294886
2.095	0.0297616
2.096	0.0298777
2.097	0.0299692
2.098	0.0300195
2.099	0.030157
2.1	0.0304227
2.101	0.0302503
2.102	0.0302503
2.103	0.029984
2.104	0.0299747
2.105	0.0299895
2.106	0.0299652
2.107	0.02976
2.108	0.0292268
2.109	0.0290587
2.11	0.0291167
2.111	0.029153
2.112	0.0289698
2.113	0.0287017
2.114	0.0284068
2.115	0.0283965
2.116	0.0286312
2.117	0.0290383
2.118	0.0290383
2.119	0.0288797
2.12	0.029029
2.121	0.029378
2.122	0.030068
2.123	0.030068
2.124	0.0302996
2.125	0.0301508
2.126	0.0302912
2.127	0.0308055
2.128	0.0309738
2.129	0.0309491
2.13	0.0305987
2.131	0.0302936
2.132	0.0302075
2.133	0.0306183
2.134	0.0308809
2.135	0.0303956
2.136	0.0296435
2.137	0.0296435
2.138	0.0299601
2.139	0.0299601
2.14	0.0294362
2.141	0.0292349
2.142	0.0291939
2.143	0.0291939
2.144	0.0293768
2.145	0.0293618
2.146	0.0293618
2.147	0.0292612
2.148	0.0292742
2.149	0.0296489
2.15	0.0297338
2.151	0.0297945
2.152	0.0295619
2.153	0.0295619
2.154	0.0301529
2.155	0.0304046
2.156	0.0303287
2.157	0.0303238
2.158	0.030228
2.159	0.0302833
2.16	0.0303872
2.161	0.030481
2.162	0.0305484
2.163	0.0303161
2.164	0.0301502
2.165	0.0300434
2.166	0.0301805
2.167	0.0301805
2.168	0.0302426
2.169	0.0300054
2.17	0.0297844
2.171	0.0297844
2.172	0.0300348
2.173	0.0301321
2.174	0.0299468
2.175	0.0296595
2.176	0.0297947
2.177	0.0303553
2.178	0.0308829
2.179	0.0309328
2.18	0.0304875
2.181	0.0304206
2.182	0.030885
2.183	0.0313631
2.184	0.0315869
2.185	0.0311972
2.186	0.0306809
2.187	0.0306086
2.188	0.0309932
2.189	0.0314469
2.19	0.0311076
2.191	0.0303587
2.192	0.0300115
2.193	0.0300896
2.194	0.0306897
2.195	0.0307256
2.196	0.0297823
2.197	0.0291935
2.198	0.0290959
2.199	0.0295837
2.2	0.0306679
2.201	0.030595
2.202	0.0296912
2.203	0.0296912
2.204	0.0294766
2.205	0.0304014
2.206	0.0312859
2.207	0.0314987
2.208	0.0308328
2.209	0.0299611
2.21	0.0303633
2.211	0.0313374
2.212	0.031803
2.213	0.031803
2.214	0.0305747
2.215	0.030168
2.216	0.0305745
2.217	0.0314085
2.218	0.0317495
2.219	0.0312102
2.22	0.0303189
2.221	0.0296496
2.222	0.0299781
2.223	0.0309963
2.224	0.0314837
2.225	0.0308493
2.226	0.0295662
2.227	0.0289039
2.228	0.0296881
2.229	0.030838
2.23	0.031517
2.231	0.0308651
2.232	0.0296716
2.233	0.0292262
2.234	0.029989
2.235	0.0313864
2.236	0.0319028
2.237	0.031195
2.238	0.0298947
2.239	0.0294308
2.24	0.030187
2.241	0.0314526
2.242	0.0319703
2.243	0.0311992
2.244	0.0300228
2.245	0.029463
2.246	0.029463
2.247	0.0306968
2.248	0.0313907
2.249	0.0305946
2.25	0.0305946
2.251	0.0290126
2.252	0.0293427
2.253	0.030396
2.254	0.0307765
2.255	0.030288
2.256	0.0292283
2.257	0.0287864
2.258	0.0294555
2.259	0.030467
2.26	0.030983
2.261	0.0305563
2.262	0.0300303
2.263	0.0300907
2.264	0.0311495
2.265	0.0311495
2.266	0.0312338
2.267	0.0305064
2.268	0.0302071
2.269	0.030115
2.27	0.0308093
2.271	0.0312878
2.272	0.0305957
2.273	0.0305957
2.274	0.0295039
2.275	0.0297239
2.276	0.0305382
2.277	0.0305584
2.278	0.0293962
2.279	0.0288584
2.28	0.0290704
2.281	0.0299096
2.282	0.0299096
2.283	0.0299181
2.284	0.0291536
2.285	0.0289907
2.286	0.0297589
2.287	0.0306243
2.288	0.0307678
2.289	0.0304297
2.29	0.0296969
2.291	0.0295316
2.292	0.0295316
2.293	0.030781
2.294	0.0308352
2.295	0.030055
2.296	0.0292044
2.297	0.0291217
2.298	0.0297769
2.299	0.0305516
2.3	0.0304621
2.301	0.0296558
2.302	0.028713
2.303	0.0286575
2.304	0.0292986
2.305	0.029954
2.306	0.0298479
2.307	0.0290207
2.308	0.0282248
2.309	0.0283803
2.31	0.0292541
2.311	0.0298231
2.312	0.0296145
2.313	0.0288395
2.314	0.0285156
2.315	0.0291047
2.316	0.0301117
2.317	0.0303717
2.318	0.0299448
2.319	0.0293754
2.32	0.0294595
2.321	0.0299922
2.322	0.0306762
2.323	0.0307629
2.324	0.0301666
2.325	0.0295994
2.326	0.0297404
2.327	0.0301923
2.328	0.0305232
2.329	0.0302874
2.33	0.0295258
2.331	0.0290448
2.332	0.029103
2.333	0.0294475
2.334	0.0295461
2.335	0.0289801
2.336	0.0283338
2.337	0.0280638
2.338	0.0283985
2.339	0.0288258
2.34	0.0289575
2.341	0.0285017
2.342	0.0281621
2.343	0.0284031
2.344	0.0290771
2.345	0.029726
2.346	0.029726
2.347	0.0297474
2.348	0.0297474
2.349	0.0297386
2.35	0.0304241
2.351	0.0307176
2.352	0.0307176
2.353	0.0299814
2.354	0.0297677
2.355	0.0299778
2.356	0.0303687
2.357	0.0302682
2.358	0.0297275
2.359	0.0292725
2.36	0.0291397
2.361	0.0291981
2.362	0.0290405
2.363	0.0287233
2.364	0.0283499
2.365	0.0283828
2.366	0.0285498
2.367	0.0285498
2.368	0.0287546
2.369	0.0287199
2.37	0.0286555
2.371	0.0289822
2.372	0.0294209
2.373	0.0297969
2.374	0.0299044
2.375	0.0298722
2.376	0.0299801
2.377	0.0300943
2.378	0.0300139
2.379	0.0298779
2.38	0.0299615
2.381	0.0298291
2.382	0.0297458
2.383	0.0296779
2.384	0.0295765
2.385	0.0295003
2.386	0.0293753
2.387	0.029234
2.388	0.0291566
2.389	0.0289198
2.39	0.0286172
2.391	0.0285658
2.392	0.0288079
2.393	0.0288235
2.394	0.0285412
2.395	0.0284346
2.396	0.0286898
2.397	0.0290039
2.398	0.0292014
2.399	0.0292225
2.4	0.0290702
2.401	0.0293337
2.402	0.0297154
2.403	0.0302225
2.404	0.0302604
2.405	0.0301
2.406	0.0300532
2.407	0.0303276
2.408	0.0306491
2.409	0.0307768
2.41	0.0305469
2.411	0.0303664
2.412	0.0304687
2.413	0.0306363
2.414	0.0305489
2.415	0.0301336
2.416	0.0297381
2.417	0.0297207
2.418	0.0299721
2.419	0.0300329
2.42	0.0296386
2.421	0.029246
2.422	0.0292067
2.423	0.029436
2.424	0.0296848
2.425	0.0295015
2.426	0.0292469
2.427	0.0293571
2.428	0.0298109
2.429	0.030177
2.43	0.0303399
2.431	0.0302945
2.432	0.0303437
2.433	0.0306001
2.434	0.0307578
2.435	0.0306372
2.436	0.030347
2.437	0.0303019
2.438	0.03047
2.439	0.030639
2.44	0.0306318
2.441	0.0302642
2.442	0.0299628
2.443	0.0300102
2.444	0.0302339
2.445	0.0301954
2.446	0.0301954
2.447	0.0296974
2.448	0.0296489
2.449	0.0298733
2.45	0.0298733
2.451	0.0301012
2.452	0.0299532
2.453	0.0298515
2.454	0.030056
2.455	0.0304139
2.456	0.0308642
2.457	0.0309557
2.458	0.0308741
2.459	0.0307604
2.46	0.0309212
2.461	0.0312254
2.462	0.0308394
2.463	0.0306627
2.464	0.030748
2.465	0.0308449
2.466	0.0308495
2.467	0.0308509
2.468	0.0308509
2.469	0.0304929
2.47	0.0302952
2.471	0.0301963
2.472	0.0302696
2.473	0.0302338
2.474	0.0300375
2.475	0.0296964
2.476	0.0295821
2.477	0.0296857
2.478	0.0297835
2.479	0.0298804
2.48	0.0297923
2.481	0.0297167
2.482	0.0298385
2.483	0.0301176
2.484	0.0303631
2.485	0.0304279
2.486	0.0304858
2.487	0.03055
2.488	0.0305348
2.489	0.0306628
2.49	0.0309037
2.491	0.0309912
2.492	0.0310468
2.493	0.0310824
2.494	0.0309988
2.495	0.0309927
2.496	0.0308558
2.497	0.0309558
2.498	0.0309979
2.499	0.0308973
2.5	0.030599
2.501	0.0302585
2.502	0.0301578
2.503	0.0303605
2.504	0.030424
2.505	0.0301516
2.506	0.0297046
2.507	0.0296276
2.508	0.0300379
2.509	0.0302342
2.51	0.0301018
2.511	0.0300414
2.512	0.0300181
2.513	0.0301062
2.514	0.0304965
2.515	0.0307614
2.516	0.0307433
2.517	0.030432
2.518	0.030069
2.519	0.0300138
2.52	0.0302571
2.521	0.0304576
2.522	0.0302148
2.523	0.0297364
2.524	0.0295307
2.525	0.029654
2.526	0.0299711
2.527	0.0299758
2.528	0.0294667
2.529	0.0290885
2.53	0.0290725
2.531	0.0295803
2.532	0.0299609
2.533	0.0298808
2.534	0.0294921
2.535	0.0293771
2.536	0.0297331
2.537	0.0303972
2.538	0.0309493
2.539	0.0307456
2.54	0.0303517
2.541	0.0305257
2.542	0.0309313
2.543	0.0312006
2.544	0.0311902
2.545	0.0308025
2.546	0.0308025
2.547	0.0302273
2.548	0.0303746
2.549	0.030952
2.55	0.030783
2.551	0.030783
2.552	0.0302243
2.553	0.0298764
2.554	0.0297444
2.555	0.02983
2.556	0.0301248
2.557	0.0297428
2.558	0.029204
2.559	0.0290298
2.56	0.0290233
2.561	0.0292671
2.562	0.029304
2.563	0.0289853
2.564	0.0291492
2.565	0.0296381
2.566	0.0298961
2.567	0.029793
2.568	0.0295291
2.569	0.0296305
2.57	0.029951
2.571	0.0303292
2.572	0.0304375
2.573	0.0303188
2.574	0.0300998
2.575	0.0302295
2.576	0.0302295
2.577	0.0305955
2.578	0.0305659
2.579	0.0302675
2.58	0.0300421
2.581	0.0301733
2.582	0.0303663
2.583	0.0301787
2.584	0.0296918
2.585	0.0294136
2.586	0.0294578
2.587	0.0297345
2.588	0.0296234
2.589	0.0293718
2.59	0.0289286
2.591	0.0290504
2.592	0.0296013
2.593	0.0299032
2.594	0.0298547
2.595	0.029591
2.596	0.0297513
2.597	0.0299464
2.598	0.0304304
2.599	0.0305247
2.6	0.0301696
2.601	0.0297099
2.602	0.0296915
2.603	0.0299565
2.604	0.0299565
2.605	0.0299237
2.606	0.0294571
2.607	0.0291248
2.608	0.0291463
2.609	0.0292986
2.61	0.0293397
2.611	0.0291339
2.612	0.0287009
2.613	0.0285004
2.614	0.0285987
2.615	0.0288116
2.616	0.0288539
2.617	0.0287189
2.618	0.0286793
2.619	0.0288736
2.62	0.0295546
2.621	0.0298807
2.622	0.0298286
2.623	0.0299105
2.624	0.0301433
2.625	0.0306377
2.626	0.030928
2.627	0.0307941
2.628	0.0304147
2.629	0.0304194
2.63	0.0306698
2.631	0.0309106
2.632	0.030997
2.633	0.0306234
2.634	0.030124
2.635	0.0301217
2.636	0.0304
2.637	0.0305898
2.638	0.0302121
2.639	0.0296635
2.64	0.0294366
2.641	0.0296425
2.642	0.0298788
2.643	0.0297861
2.644	0.0293483
2.645	0.0290063
2.646	0.0290063
2.647	0.0295271
2.648	0.029902
2.649	0.0299877
2.65	0.0296417
2.651	0.0296417
2.652	0.0297121
2.653	0.0300424
2.654	0.0305465
2.655	0.0305167
2.656	0.0301092
2.657	0.0300621
2.658	0.0303775
2.659	0.0307169
2.66	0.03086
2.661	0.0304929
2.662	0.030119
2.663	0.0300353
2.664	0.0304003
2.665	0.0305104
2.666	0.0303521
2.667	0.0300504
2.668	0.0297905
2.669	0.02973
2.67	0.0300636
2.671	0.0302138
2.672	0.0296581
2.673	0.0296581
2.674	0.0296784
2.675	0.0300099
2.676	0.0304051
2.677	0.0303108
2.678	0.0302373
2.679	0.0302849
2.68	0.0306851
2.681	0.0313839
2.682	0.0314922
2.683	0.0313002
2.684	0.0310072
2.685	0.0309411
2.686	0.0310195
2.687	0.0312103
2.688	0.0310733
2.689	0.0306435
2.69	0.0305364
2.691	0.0306633
2.692	0.0304706
2.693	0.0305194
2.694	0.0302676
2.695	0.0299282
2.696	0.0297929
2.697	0.0300782
2.698	0.0300806
2.699	0.0299483
2.7	0.0296691
2.701	0.0296587
2.702	0.0298933
2.703	0.0301742
2.704	0.0303276
2.705	0.030461
2.706	0.0307492
2.707	0.0307455
2.708	0.0308881
2.709	0.0310572
2.71	0.031111
2.711	0.0311646
2.712	0.0311109
2.713	0.0311969
2.714	0.0311917
2.715	0.0311537
2.716	0.0311802
2.717	0.0310902
2.718	0.0310902
2.719	0.0311211
2.72	0.0306977
2.721	0.0306977
2.722	0.0308306
2.723	0.0309403
2.724	0.0307209
2.725	0.0304699
2.726	0.0301938
2.727	0.0303375
2.728	0.0303375
2.729	0.0306376
2.73	0.0306376
2.731	0.0302513
2.732	0.0302687
2.733	0.0306056
2.734	0.0306056
2.735	0.0308261
2.736	0.0308261
2.737	0.0303944
2.738	0.0307035
2.739	0.03109
2.74	0.03109
2.741	0.0309776
2.742	0.0309776
2.743	0.0304079
2.744	0.0304079
2.745	0.0308482
2.746	0.0308482
2.747	0.0306808
2.748	0.0306808
2.749	0.0299134
2.75	0.0300397
2.751	0.0302899
2.752	0.0300798
2.753	0.0300798
2.754	0.0293439
2.755	0.0294037
2.756	0.0298225
2.757	0.0301229
2.758	0.0301222
2.759	0.0295534
2.76	0.0298759
2.761	0.0298759
2.762	0.0309218
2.763	0.031131
2.764	0.0307862
2.765	0.0305224
2.766	0.0305444
2.767	0.0309943
2.768	0.0312082
2.769	0.030873
2.77	0.0303677
2.771	0.0301023
2.772	0.0301914
2.773	0.030499
2.774	0.0303671
2.775	0.0299562
2.776	0.0296768
2.777	0.0294963
2.778	0.0296612
2.779	0.0297385
2.78	0.0294584
2.781	0.0292709
2.782	0.0293016
2.783	0.0294738
2.784	0.0296164
2.785	0.0296655
2.786	0.0297187
2.787	0.0298283
2.788	0.0298662
2.789	0.0301492
2.79	0.030232
2.791	0.0301578
2.792	0.0301767
2.793	0.0300853
2.794	0.0300149
2.795	0.0299694
2.796	0.0298285
2.797	0.0298587
2.798	0.0299717
2.799	0.029885
2.8	0.0296949
2.801	0.02934
2.802	0.0294042
2.803	0.0296022
2.804	0.0296151
2.805	0.0293276
2.806	0.028962
2.807	0.0289657
