Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)
11.386	0.0295802
11.387	0.0291196
11.388	0.0285924
11.389	0.0282456
11.39	0.0283955
11.391	0.0289223
11.392	0.0290404
11.393	0.0285959
11.394	0.0280283
11.395	0.0280646
11.396	0.0290299
11.397	0.0290299
11.398	0.0294293
11.399	0.0290007
11.4	0.0286503
11.401	0.0289255
11.402	0.0297468
11.403	0.0303454
11.404	0.0303697
11.405	0.0299179
11.406	0.029749
11.407	0.0303005
11.408	0.0309558
11.409	0.0311978
11.41	0.0308425
11.411	0.030289
11.412	0.0300962
11.413	0.0307263
11.414	0.0309014
11.415	0.0309014
11.416	0.0300002
11.417	0.0300002
11.418	0.0294673
11.419	0.0297512
11.42	0.0297512
11.421	0.0293568
11.422	0.0290285
11.423	0.0290285
11.424	0.0290837
11.425	0.0294263
11.426	0.0295613
11.427	0.0295613
11.428	0.0293905
11.429	0.0293905
11.43	0.0301156
11.431	0.0301156
11.432	0.0303542
11.433	0.0303542
11.434	0.0303174
11.435	0.0305116
11.436	0.0304009
11.437	0.0304009
11.438	0.0301839
11.439	0.0301812
11.44	0.0302524
11.441	0.0302861
11.442	0.0300425
11.443	0.0297708
11.444	0.0298116
11.445	0.0299135
11.446	0.0298136
11.447	0.0296209
11.448	0.0294225
11.449	0.0295811
11.45	0.0300807
11.451	0.0302643
11.452	0.0299787
11.453	0.0298355
11.454	0.0301164
11.455	0.0307564
11.456	0.0311442
11.457	0.0310106
11.458	0.0307411
11.459	0.0307222
11.46	0.0311147
11.461	0.0314494
11.462	0.0310649
11.463	0.0310649
11.464	0.0303932
11.465	0.0303932
11.466	0.0310559
11.467	0.0312763
11.468	0.0309366
11.469	0.0303298
11.47	0.0299517
11.471	0.0300904
11.472	0.030427
11.473	0.0304037
11.474	0.0299642
11.475	0.0294887
11.476	0.0292674
11.477	0.0295026
11.478	0.0298855
11.479	0.0298849
11.48	0.029523
11.481	0.0293636
11.482	0.0296376
11.483	0.0300858
11.484	0.030397
11.485	0.0303417
11.486	0.0301146
11.487	0.030167
11.488	0.0304704
11.489	0.0309553
11.49	0.0310158
11.491	0.0307558
11.492	0.0305003
11.493	0.0305959
11.494	0.0310191
11.495	0.0313301
11.496	0.0309734
11.497	0.0304862
11.498	0.0302541
11.499	0.0303999
11.5	0.0306185
11.501	0.0306829
11.502	0.0303235
11.503	0.0299461
11.504	0.0298843
11.505	0.0302684
11.506	0.0303429
11.507	0.0298996
11.508	0.0295692
11.509	0.029596
11.51	0.0300248
11.511	0.0307058
11.512	0.0305937
11.513	0.0301383
11.514	0.0298316
11.515	0.0302957
11.516	0.0307734
11.517	0.030844
11.518	0.0303812
11.519	0.0298369
11.52	0.0297531
11.521	0.030186
11.522	0.030472
11.523	0.0304047
11.524	0.0297976
11.525	0.0293319
11.526	0.0293319
11.527	0.0297092
11.528	0.030005
11.529	0.0296548
11.53	0.029106
11.531	0.0290709
11.532	0.0293913
11.533	0.0298599
11.534	0.0301082
11.535	0.0297929
11.536	0.0296316
11.537	0.0298648
11.538	0.0304667
11.539	0.0309302
11.54	0.030912
11.541	0.0307399
11.542	0.0305888
11.543	0.0307745
11.544	0.0310729
11.545	0.031055
11.546	0.0306683
11.547	0.0303322
11.548	0.0305576
11.549	0.0306136
11.55	0.0306624
11.551	0.030379
11.552	0.0299314
11.553	0.0296005
11.554	0.0296005
11.555	0.0300086
11.556	0.0299668
11.557	0.0294204
11.558	0.0290914
11.559	0.0290544
11.56	0.0294668
11.561	0.0295327
11.562	0.029343
11.563	0.0289846
11.564	0.0287385
11.565	0.0292552
11.566	0.0298322
11.567	0.0297105
11.568	0.0294595
11.569	0.0294696
11.57	0.0299773
11.571	0.0304009
11.572	0.0304499
11.573	0.0300765
11.574	0.0300937
11.575	0.0303406
11.576	0.030726
11.577	0.0306659
11.578	0.0303256
11.579	0.0300271
11.58	0.0301116
11.581	0.030455
11.582	0.0305317
11.583	0.0301487
11.584	0.0298415
11.585	0.0299078
11.586	0.0300162
11.587	0.0299846
11.588	0.0296466
11.589	0.0292852
11.59	0.0292273
11.591	0.0293607
11.592	0.0296117
11.593	0.0296096
11.594	0.0295158
11.595	0.0294568
11.596	0.0294728
11.597	0.0294728
11.598	0.030211
11.599	0.0305169
11.6	0.0304226
11.601	0.0298514
11.602	0.0295968
11.603	0.0297714
11.604	0.0301518
11.605	0.0300568
11.606	0.0300568
11.607	0.0292345
11.608	0.0292345
11.609	0.0295429
11.61	0.0296443
11.611	0.0291962
11.612	0.0291962
11.613	0.0285632
11.614	0.0285632
11.615	0.0287727
11.616	0.0287727
11.617	0.0287515
11.618	0.0286673
11.619	0.0286673
11.62	0.0293617
11.621	0.0298148
11.622	0.0300591
11.623	0.0300222
11.624	0.0301726
11.625	0.0304389
11.626	0.0307224
11.627	0.030836
11.628	0.0306885
11.629	0.0306885
11.63	0.0306011
11.631	0.0306011
11.632	0.0305544
11.633	0.0305077
11.634	0.0302918
11.635	0.0300275
11.636	0.0299268
11.637	0.0299354
11.638	0.029746
11.639	0.0295932
11.64	0.0295263
11.641	0.0293125
11.642	0.0294094
11.643	0.0295826
11.644	0.0293924
11.645	0.0293659
11.646	0.0295254
11.647	0.0296898
11.648	0.0296952
11.649	0.0296877
11.65	0.0299255
11.651	0.0299071
11.652	0.0300723
11.653	0.0302714
11.654	0.0302714
11.655	0.0304712
11.656	0.0304712
11.657	0.0304583
11.658	0.0304583
11.659	0.0303295
11.66	0.0302966
11.661	0.0303296
11.662	0.0306281
11.663	0.0306035
11.664	0.0303067
11.665	0.0298308
11.666	0.0299359
11.667	0.0302708
11.668	0.0304483
11.669	0.0302546
11.67	0.029715
11.671	0.0295407
11.672	0.0300015
11.673	0.0302493
11.674	0.0301663
11.675	0.0300942
11.676	0.0300746
11.677	0.0305206
11.678	0.0307715
11.679	0.0309883
11.68	0.0311831
11.681	0.0314142
11.682	0.0312935
11.683	0.0310601
11.684	0.0309307
11.685	0.0309777
11.686	0.0311412
11.687	0.0312744
11.688	0.0310555
11.689	0.0306671
11.69	0.0304235
11.691	0.0304144
11.692	0.0305763
11.693	0.0305121
11.694	0.0300301
11.695	0.0296495
11.696	0.029705
11.697	0.029815
11.698	0.030086
11.699	0.0299406
11.7	0.0297942
11.701	0.02978
11.702	0.0302214
11.703	0.0305419
11.704	0.0307085
11.705	0.0306122
11.706	0.0305915
11.707	0.0309418
11.708	0.0311544
11.709	0.0311805
11.71	0.0311805
11.711	0.0308444
11.712	0.0309224
11.713	0.0309224
11.714	0.0313729
11.715	0.0313729
11.716	0.0312269
11.717	0.0309888
11.718	0.0307872
11.719	0.0306903
11.72	0.030886
11.721	0.0310716
11.722	0.0309522
11.723	0.03061
11.724	0.0304178
11.725	0.030465
11.726	0.0305617
11.727	0.0306571
11.728	0.0306488
11.729	0.0303671
11.73	0.0301604
11.731	0.0302701
11.732	0.0306133
11.733	0.0307591
11.734	0.0306645
11.735	0.0305815
11.736	0.0305788
11.737	0.0307347
11.738	0.0308096
11.739	0.0307986
11.74	0.0306613
11.741	0.0306347
11.742	0.0308182
11.743	0.0310073
11.744	0.0310248
11.745	0.0308536
11.746	0.0305452
11.747	0.0303409
11.748	0.030524
11.749	0.030664
11.75	0.0304468
11.751	0.0300574
11.752	0.0299259
11.753	0.0299656
11.754	0.0300503
11.755	0.0300346
11.756	0.0298962
11.757	0.0297648
11.758	0.0300667
11.759	0.0302155
11.76	0.0305719
11.761	0.0306078
11.762	0.0304003
11.763	0.0307065
11.764	0.0307065
11.765	0.0310793
11.766	0.0308431
11.767	0.0308431
11.768	0.0305174
11.769	0.0305985
11.77	0.0307144
11.771	0.0305044
11.772	0.0300382
11.773	0.0299009
11.774	0.0302214
11.775	0.0302953
11.776	0.0300236
11.777	0.0295148
11.778	0.0292341
11.779	0.0292608
11.78	0.0296662
11.781	0.0297566
11.782	0.0294831
11.783	0.0291303
11.784	0.0294816
11.785	0.0299208
11.786	0.0302371
11.787	0.0301047
11.788	0.0299549
11.789	0.0299898
11.79	0.0303057
11.791	0.0304843
11.792	0.0303868
11.793	0.0301333
11.794	0.0298835
11.795	0.0299435
11.796	0.0300882
11.797	0.0301568
11.798	0.0298043
11.799	0.0296331
11.8	0.0295596
11.801	0.0295619
11.802	0.0296421
11.803	0.0294462
11.804	0.0291384
11.805	0.0290111
11.806	0.0291713
11.807	0.0292851
11.808	0.0292358
11.809	0.0291187
11.81	0.0290036
11.811	0.0291541
11.812	0.0294182
11.813	0.0294015
11.814	0.0294318
11.815	0.0294238
11.816	0.0295506
11.817	0.0298106
11.818	0.0299665
11.819	0.0298497
11.82	0.0299015
11.821	0.0300783
11.822	0.0302603
11.823	0.0302287
11.824	0.0301134
11.825	0.0300033
11.826	0.0301085
11.827	0.030043
11.828	0.0299585
11.829	0.0298324
11.83	0.0295834
11.831	0.0294765
11.832	0.0294708
11.833	0.0293328
11.834	0.0290025
11.835	0.0287742
11.836	0.028699
11.837	0.0286666
11.838	0.0286387
11.839	0.0285949
11.84	0.0284167
11.841	0.0285318
11.842	0.0287604
11.843	0.0292476
11.844	0.029579
11.845	0.0296249
11.846	0.0296249
11.847	0.029898
11.848	0.0301242
11.849	0.0301242
11.85	0.0303662
11.851	0.0302899
11.852	0.0301695
11.853	0.0301469
11.854	0.0301644
11.855	0.0301327
11.856	0.0300612
11.857	0.0298826
11.858	0.0296612
11.859	0.0294401
11.86	0.0292596
11.861	0.0290235
11.862	0.0288337
11.863	0.0287867
11.864	0.0286923
11.865	0.0284575
11.866	0.0282951
11.867	0.0283581
11.868	0.0285706
11.869	0.0287498
11.87	0.0289377
11.871	0.0291901
11.872	0.0295182
11.873	0.0297882
11.874	0.0299916
11.875	0.0299243
11.876	0.0297653
11.877	0.0297359
11.878	0.029895
11.879	0.0300061
11.88	0.0299204
11.881	0.0297472
11.882	0.0295314
11.883	0.0293089
11.884	0.0292894
11.885	0.0293926
11.886	0.029312
11.887	0.0288949
11.888	0.0285326
11.889	0.0284061
11.89	0.0287009
11.891	0.0287938
11.892	0.0286977
11.893	0.0282651
11.894	0.0280804
11.895	0.0284367
11.896	0.0290566
11.897	0.0292321
11.898	0.0288633
11.899	0.0286659
11.9	0.028959
11.901	0.0295145
11.902	0.0301246
11.903	0.0302052
11.904	0.029812
11.905	0.0297926
11.906	0.0301735
11.907	0.0307313
11.908	0.0308929
11.909	0.0304769
11.91	0.0300421
11.911	0.0302375
11.912	0.0306898
11.913	0.0308576
11.914	0.0305157
11.915	0.029953
11.916	0.0295213
11.917	0.0296531
11.918	0.0301293
11.919	0.030303
11.92	0.0300104
11.921	0.0293096
11.922	0.0289399
11.923	0.0293157
11.924	0.0298465
11.925	0.0298992
11.926	0.0294979
11.927	0.0293117
11.928	0.0297195
11.929	0.0302908
11.93	0.0308268
11.931	0.0308558
11.932	0.0304578
11.933	0.0301321
11.934	0.0303749
11.935	0.030755
11.936	0.031003
11.937	0.0307654
11.938	0.0303198
11.939	0.03006
11.94	0.0302653
11.941	0.0305406
11.942	0.0305125
11.943	0.0302398
11.944	0.0298393
11.945	0.0298155
11.946	0.0300417
11.947	0.0302285
11.948	0.0301616
11.949	0.0299635
11.95	0.0297696
11.951	0.0300436
11.952	0.0304033
11.953	0.0306786
11.954	0.0306786
11.955	0.0306786
11.956	0.0306113
11.957	0.0309971
11.958	0.0312763
11.959	0.0313289
11.96	0.0313289
11.961	0.0311221
11.962	0.0308856
11.963	0.0308987
11.964	0.0310965
11.965	0.0309954
11.966	0.0308083
11.967	0.0307029
11.968	0.0306488
11.969	0.0306512
11.97	0.0303461
11.971	0.0301654
11.972	0.0301654
11.973	0.0300705
11.974	0.0298092
11.975	0.0296009
11.976	0.0296656
11.977	0.0297257
11.978	0.029832
11.979	0.029812
11.98	0.0297317
11.981	0.0297317
11.982	0.0299992
11.983	0.0303094
11.984	0.0303344
11.985	0.0302593
11.986	0.030226
11.987	0.0305193
11.988	0.0308548
11.989	0.0310099
11.99	0.0308883
11.991	0.0306168
11.992	0.0306658
11.993	0.0310596
11.994	0.031319
11.995	0.0311328
11.996	0.0307448
11.997	0.0305248
11.998	0.0306046
11.999	0.0307751
12	0.0307808
12.001	0.0303728
12.002	0.0301055
12.003	0.0302233
12.004	0.0303038
12.005	0.0301718
12.006	0.0298513
12.007	0.0295923
12.008	0.0297124
12.009	0.0301912
12.01	0.0306763
12.011	0.0307269
12.012	0.030308
12.013	0.0299489
12.014	0.0304901
12.015	0.0304901
12.016	0.0310637
12.017	0.0307059
12.018	0.0299424
12.019	0.0297893
12.02	0.0300482
12.021	0.030543
12.022	0.0304645
12.023	0.0298821
12.024	0.0293593
12.025	0.0292629
12.026	0.0298331
12.027	0.0302364
12.028	0.0298941
12.029	0.0291611
12.03	0.028951
12.031	0.0292404
12.032	0.0297919
12.033	0.0301364
12.034	0.0298376
12.035	0.0295274
12.036	0.0297586
12.037	0.0303673
12.038	0.0309166
12.039	0.0310079
12.04	0.0307186
12.041	0.0304755
12.042	0.0306188
12.043	0.0308315
12.044	0.0310046
12.045	0.0307134
12.046	0.0302844
12.047	0.0303136
12.048	0.0305158
12.049	0.0306038
12.05	0.0305594
12.051	0.0300959
12.052	0.0298599
12.053	0.0297442
12.054	0.0297442
12.055	0.0298202
12.056	0.0298202
12.057	0.0294995
12.058	0.0292701
12.059	0.0290053
12.06	0.0290053
12.061	0.0289739
12.062	0.0292632
12.063	0.0291721
12.064	0.0291721
12.065	0.0290995
12.066	0.0293326
12.067	0.0295359
12.068	0.0295938
12.069	0.0298562
12.07	0.0299773
12.071	0.0301812
12.072	0.0303763
12.073	0.0303304
12.074	0.0304261
12.075	0.0304674
12.076	0.030408
12.077	0.0304777
12.078	0.0303964
12.079	0.0303194
12.08	0.0302071
12.081	0.0302508
12.082	0.0302268
12.083	0.0301704
12.084	0.030065
12.085	0.0299847
12.086	0.0297368
12.087	0.0295643
12.088	0.0295553
12.089	0.0294469
12.09	0.0293844
12.091	0.0292365
12.092	0.0294115
12.093	0.0294072
12.094	0.0298218
12.095	0.0298623
12.096	0.0298334
12.097	0.0300042
12.098	0.0302579
12.099	0.0303589
12.1	0.030212
12.101	0.030146
12.102	0.0301338
12.103	0.0302235
12.104	0.0301882
12.105	0.0299932
12.106	0.0296507
12.107	0.0293485
12.108	0.0293195
12.109	0.0294016
12.11	0.0292259
12.111	0.0288718
12.112	0.0285015
12.113	0.0284265
12.114	0.0286783
12.115	0.0288703
12.116	0.0287829
12.117	0.0285604
12.118	0.0284914
12.119	0.0289222
12.12	0.0296291
12.121	0.0300383
12.122	0.0300683
12.123	0.0299855
12.124	0.030169
12.125	0.0305563
12.126	0.0308349
12.127	0.0308644
12.128	0.0306645
12.129	0.0305204
12.13	0.0306254
12.131	0.0308085
12.132	0.0308759
12.133	0.0306266
12.134	0.0302271
12.135	0.0301371
12.136	0.0303399
12.137	0.0303133
12.138	0.0299202
12.139	0.0297269
12.14	0.0295837
12.141	0.0297078
12.142	0.0297815
12.143	0.0297886
12.144	0.0294907
12.145	0.0293709
12.146	0.0297369
12.147	0.0299971
12.148	0.0300416
12.149	0.0297591
12.15	0.0298497
12.151	0.0300306
12.152	0.0305638
12.153	0.0305626
12.154	0.0305626
12.155	0.0303766
12.156	0.0301855
12.157	0.0301855
12.158	0.0305948
12.159	0.0305948
12.16	0.0305463
12.161	0.0300765
12.162	0.0300195
12.163	0.0300985
12.164	0.0303111
12.165	0.0301671
12.166	0.0300867
12.167	0.0299167
12.168	0.02988
12.169	0.0299028
12.17	0.0299355
12.171	0.0298281
12.172	0.0295706
12.173	0.0297789
12.174	0.0303045
12.175	0.0305391
12.176	0.0305625
12.177	0.0302826
12.178	0.0302046
12.179	0.0309764
12.18	0.0318445
12.181	0.0320691
12.182	0.0313227
12.183	0.0307687
12.184	0.0307471
12.185	0.0311617
12.186	0.0315526
12.187	0.0314269
12.188	0.0307597
12.189	0.03016
12.19	0.0302322
12.191	0.0306395
12.192	0.0307302
12.193	0.0305883
12.194	0.0298604
12.195	0.0294556
12.196	0.0297454
12.197	0.030126
12.198	0.0303451
12.199	0.0300217
12.2	0.0296181
12.201	0.0294958
12.202	0.0299922
12.203	0.0307596
12.204	0.0308852
12.205	0.030674
12.206	0.030674
12.207	0.0306749
12.208	0.0306749
12.209	0.03137
12.21	0.03137
12.211	0.0308754
12.212	0.0304635
12.213	0.0304635
12.214	0.0313401
12.215	0.0313401
12.216	0.0310633
12.217	0.0310633
12.218	0.0304937
12.219	0.0304937
12.22	0.031083
12.221	0.0308397
12.222	0.0308397
12.223	0.0300854
12.224	0.0300854
12.225	0.030432
12.226	0.03049
12.227	0.03049
12.228	0.0300478
12.229	0.0301793
12.23	0.0305764
12.231	0.0305764
12.232	0.0305229
12.233	0.0305229
12.234	0.0303161
12.235	0.0307335
12.236	0.0311829
12.237	0.0312352
12.238	0.0307374
12.239	0.0303688
12.24	0.0305341
12.241	0.0305341
12.242	0.0311438
12.243	0.0309538
12.244	0.0304658
12.245	0.0302142
12.246	0.0302697
12.247	0.0304725
12.248	0.030501
12.249	0.0300062
12.25	0.0294748
12.251	0.0294551
12.252	0.0297338
12.253	0.0299928
12.254	0.0299928
12.255	0.0298174
12.256	0.0293379
12.257	0.0292813
12.258	0.0297523
12.259	0.0305869
12.26	0.0307439
12.261	0.0307439
12.262	0.0303903
12.263	0.0303204
12.264	0.0306627
12.265	0.0311796
12.266	0.0311391
12.267	0.0307637
12.268	0.0303551
12.269	0.0303587
12.27	0.0308447
12.271	0.030807
12.272	0.0303029
12.273	0.0298215
12.274	0.0296392
12.275	0.0297654
12.276	0.0299529
12.277	0.0297658
12.278	0.0292921
12.279	0.0290697
12.28	0.0292356
12.281	0.0295916
12.282	0.029805
12.283	0.0295094
12.284	0.0292746
12.285	0.0295255
12.286	0.0301417
12.287	0.0301417
12.288	0.0304719
12.289	0.0304719
12.29	0.0300404
12.291	0.0299113
12.292	0.0300585
12.293	0.0304033
12.294	0.0304114
12.295	0.0300641
12.296	0.0296156
12.297	0.0296156
12.298	0.0298629
12.299	0.0302382
12.3	0.030269
12.301	0.0297439
12.302	0.0291612
12.303	0.0290617
12.304	0.0293919
12.305	0.0298283
12.306	0.029734
12.307	0.0290393
12.308	0.028475
12.309	0.0286183
12.31	0.0292697
12.311	0.0297537
12.312	0.0295085
12.313	0.0289784
12.314	0.0287446
12.315	0.0292012
12.316	0.0298787
12.317	0.0301989
12.318	0.0299268
12.319	0.0295204
12.32	0.0295879
12.321	0.0301262
12.322	0.0306516
12.323	0.030473
12.324	0.0300495
12.325	0.0296172
12.326	0.0297262
12.327	0.0301387
12.328	0.0303568
12.329	0.0299296
12.33	0.0294388
12.331	0.0291592
12.332	0.0291561
12.333	0.0292979
12.334	0.0293508
12.335	0.0290365
12.336	0.0284371
12.337	0.0281654
12.338	0.0283613
12.339	0.0287302
12.34	0.0287471
12.341	0.02852
12.342	0.0283395
12.343	0.0287322
12.344	0.0293159
12.345	0.0296375
12.346	0.0296375
12.347	0.0295158
12.348	0.0297066
12.349	0.0301862
12.35	0.0303784
12.351	0.0302561
12.352	0.0299524
12.353	0.0298678
12.354	0.0300988
12.355	0.0304183
12.356	0.030292
12.357	0.0297898
12.358	0.0293825
12.359	0.0292615
12.36	0.0294085
12.361	0.0293064
12.362	0.0289581
12.363	0.0284645
12.364	0.0282605
12.365	0.028391
12.366	0.0287773
12.367	0.0287773
12.368	0.0285504
12.369	0.0283752
12.37	0.0292285
12.371	0.0298205
12.372	0.0298752
12.373	0.0295723
12.374	0.0295368
12.375	0.029772
12.376	0.0301127
12.377	0.0301536
12.378	0.0298671
12.379	0.0297496
12.38	0.0296243
12.381	0.0296595
12.382	0.0295792
12.383	0.0294979
12.384	0.0291643
12.385	0.0290566
12.386	0.0289242
12.387	0.0290264
12.388	0.028945
12.389	0.0287251
12.39	0.0285235
12.391	0.0285199
12.392	0.0286483
12.393	0.0287653
12.394	0.02862
12.395	0.0285934
12.396	0.0287927
12.397	0.0291125
12.398	0.0291469
12.399	0.0291124
12.4	0.0291957
12.401	0.0295598
12.402	0.0299702
12.403	0.0301581
12.404	0.0301377
12.405	0.030091
12.406	0.0302865
12.407	0.0306803
12.408	0.0309005
12.409	0.0307792
12.41	0.030376
12.411	0.0302753
12.412	0.0302692
12.413	0.0303964
12.414	0.0302319
12.415	0.0299027
12.416	0.0297188
12.417	0.0298035
12.418	0.029971
12.419	0.0298072
12.42	0.0293145
12.421	0.0290416
12.422	0.029156
12.423	0.0293766
12.424	0.0295132
12.425	0.0293379
12.426	0.0293249
12.427	0.029605
12.428	0.0302809
12.429	0.0302809
12.43	0.0304168
12.431	0.0303146
12.432	0.0303752
12.433	0.0305881
12.434	0.0306141
12.435	0.0304944
12.436	0.0302879
12.437	0.030112
12.438	0.0302907
12.439	0.0303153
12.44	0.0301943
12.441	0.0300515
12.442	0.0297573
12.443	0.0296594
12.444	0.0299036
12.445	0.0297373
12.446	0.0296163
12.447	0.02961
12.448	0.0297813
12.449	0.0299433
12.45	0.0299092
12.451	0.0299235
12.452	0.0300804
12.453	0.0303279
12.454	0.0303279
12.455	0.0305759
12.456	0.0306579
12.457	0.0308375
12.458	0.0308375
12.459	0.0312154
12.46	0.0313225
12.461	0.0310949
12.462	0.0308194
12.463	0.0308377
12.464	0.0309662
12.465	0.0310472
12.466	0.0310472
12.467	0.030705
12.468	0.0304999
12.469	0.0304529
12.47	0.030563
12.471	0.030332
12.472	0.0298022
12.473	0.0295547
12.474	0.0297749
12.475	0.0299981
12.476	0.0298365
12.477	0.0295264
12.478	0.0293315
12.479	0.0295238
12.48	0.0299261
12.481	0.0301628
12.482	0.0301201
12.483	0.0298021
12.484	0.0298155
12.485	0.0302307
12.486	0.0307595
12.487	0.0307748
12.488	0.0304519
12.489	0.0302419
12.49	0.0305276
12.491	0.0309726
12.492	0.0312793
12.493	0.0311596
12.494	0.0306936
12.495	0.0303491
12.496	0.0304255
12.497	0.0307937
12.498	0.0310324
12.499	0.0307009
12.5	0.0301685
12.501	0.029943
12.502	0.0301585
12.503	0.0305312
12.504	0.0302958
12.505	0.0298079
12.506	0.0294341
12.507	0.0295554
12.508	0.0300361
12.509	0.0303978
12.51	0.0302472
12.511	0.0297732
12.512	0.029892
12.513	0.0304688
12.514	0.0308082
12.515	0.0307207
12.516	0.0303837
12.517	0.0299969
12.518	0.0299684
12.519	0.0302601
12.52	0.0305235
12.521	0.0301945
12.522	0.0296524
12.523	0.029587
12.524	0.0296875
12.525	0.0298723
12.526	0.0298136
12.527	0.0293862
12.528	0.0290584
12.529	0.0290883
12.53	0.0293957
12.531	0.0296073
12.532	0.0295721
12.533	0.0295376
12.534	0.0294735
12.535	0.0297482
12.536	0.03018
12.537	0.0305249
12.538	0.0304756
12.539	0.0305472
12.54	0.030706
12.541	0.0309926
12.542	0.0310585
12.543	0.0308734
12.544	0.0306545
12.545	0.0305919
12.546	0.0306823
12.547	0.0306284
12.548	0.0306284
12.549	0.030375
12.55	0.030375
12.551	0.0302452
12.552	0.030172
12.553	0.030012
12.554	0.0299031
12.555	0.0294087
12.556	0.0293375
12.557	0.0295677
12.558	0.0295677
12.559	0.0294405
12.56	0.028982
12.561	0.0289299
12.562	0.0292958
12.563	0.0293958
12.564	0.0293958
12.565	0.0291083
12.566	0.0292617
12.567	0.0294739
12.568	0.0297662
12.569	0.0298938
12.57	0.0293992
12.571	0.0297774
12.572	0.0303121
12.573	0.0303945
12.574	0.0303017
12.575	0.0301391
12.576	0.0300791
12.577	0.0303269
12.578	0.0306892
12.579	0.0303875
12.58	0.0300344
12.581	0.0300357
12.582	0.0302039
12.583	0.0303661
12.584	0.0303765
12.585	0.0298801
12.586	0.0293488
12.587	0.0292297
12.588	0.0298152
12.589	0.0299318
12.59	0.029601
12.591	0.0293787
12.592	0.0292087
12.593	0.0292508
12.594	0.0296805
12.595	0.0299069
12.596	0.0299599
12.597	0.0299527
12.598	0.0299069
12.599	0.0300633
12.6	0.0301757
12.601	0.0302443
12.602	0.0299223
12.603	0.0295638
12.604	0.0296101
12.605	0.0298532
12.606	0.0298687
12.607	0.029523
12.608	0.0290999
12.609	0.0289307
12.61	0.0290253
12.611	0.0291979
12.612	0.0291434
12.613	0.0286901
12.614	0.028544
12.615	0.0285926
12.616	0.0289142
12.617	0.0291686
12.618	0.0292748
12.619	0.029058
12.62	0.0292208
12.621	0.0297445
12.622	0.0302812
12.623	0.0304149
12.624	0.0304074
12.625	0.0303002
12.626	0.0305176
12.627	0.0307186
12.628	0.0307208
12.629	0.0306452
12.63	0.0303921
12.631	0.030424
12.632	0.030468
12.633	0.0304333
12.634	0.0302837
12.635	0.0299661
12.636	0.0297785
12.637	0.0299292
12.638	0.0297876
12.639	0.0293462
12.64	0.0292825
12.641	0.0293833
12.642	0.0294641
12.643	0.0293848
12.644	0.0290849
12.645	0.0290368
12.646	0.0292513
12.647	0.0292513
12.648	0.0297831
12.649	0.0297831
12.65	0.0297049
12.651	0.0294461
12.652	0.0297589
12.653	0.0302028
12.654	0.0305964
12.655	0.0305778
12.656	0.0303156
12.657	0.0301478
12.658	0.0303537
12.659	0.0308017
12.66	0.0308667
12.661	0.0304555
12.662	0.0302897
12.663	0.0302897
12.664	0.0306274
12.665	0.0306274
12.666	0.0304133
12.667	0.0301142
12.668	0.029972
12.669	0.0301414
12.67	0.0301897
12.671	0.0301897
12.672	0.0297908
12.673	0.0296373
12.674	0.0299702
12.675	0.0302514
12.676	0.0305872
12.677	0.0306318
12.678	0.0304694
12.679	0.0307222
12.68	0.0307222
12.681	0.0313524
12.682	0.0315225
12.683	0.0315225
12.684	0.0308238
12.685	0.0308238
12.686	0.0312955
12.687	0.0312955
12.688	0.0310492
12.689	0.0310492
12.69	0.0303375
12.691	0.0303375
12.692	0.0308424
12.693	0.0308424
12.694	0.0303562
12.695	0.0296212
12.696	0.0296212
12.697	0.0302189
12.698	0.0302189
12.699	0.0300671
12.7	0.0300671
12.701	0.0297454
12.702	0.0303444
12.703	0.0309966
12.704	0.0309465
12.705	0.0307412
12.706	0.0307014
12.707	0.0308556
12.708	0.0312603
12.709	0.0314212
12.71	0.0311529
12.711	0.0311529
12.712	0.0307165
12.713	0.0309612
12.714	0.0314283
12.715	0.0313996
12.716	0.030887
12.717	0.0306263
12.718	0.0306555
12.719	0.0309667
12.72	0.0310238
12.721	0.0310238
12.722	0.0303506
12.723	0.0302881
12.724	0.0302933
12.725	0.0304163
12.726	0.0303835
12.727	0.0302535
12.728	0.0300905
12.729	0.0302764
12.73	0.030456
12.731	0.0306521
12.732	0.0305912
12.733	0.0304743
12.734	0.0305787
12.735	0.0307971
12.736	0.0309788
12.737	0.0308843
12.738	0.0305987
12.739	0.0305976
12.74	0.0308879
12.741	0.0311036
12.742	0.0310302
12.743	0.0307062
12.744	0.0304653
12.745	0.0302912
12.746	0.0305291
12.747	0.0307435
12.748	0.0305903
12.749	0.0302407
12.75	0.0298953
12.751	0.0298573
12.752	0.0300888
12.753	0.0300731
12.754	0.0300731
12.755	0.0294805
12.756	0.0293865
12.757	0.0297987
12.758	0.0302475
12.759	0.0304803
12.76	0.0303124
12.761	0.030156
12.762	0.0303888
12.763	0.0309016
12.764	0.0311834
12.765	0.0310872
12.766	0.0306861
12.767	0.0305515
12.768	0.0307985
12.769	0.0310853
12.77	0.0308557
12.771	0.0303237
12.772	0.029969
12.773	0.0300073
12.774	0.030262
12.775	0.0303224
12.776	0.0299625
12.777	0.0294868
12.778	0.0292303
12.779	0.0294057
12.78	0.0297578
12.781	0.0298118
12.782	0.0295301
12.783	0.0292665
12.784	0.0293237
12.785	0.0298667
12.786	0.0303176
12.787	0.0303732
12.788	0.0301304
12.789	0.0300511
12.79	0.0302249
12.791	0.0304603
12.792	0.0304061
12.793	0.0301329
